286,154
1967,0
8178,0
265,198
262,180
3964,195
830,10
114,74
205,142
407,129
622,236
233,25
187,227
184,97
319,154
169,162
624,255
237,175
942,0
286,170
1053,112
254,112
839,0
289,148
609,128
273,176
148,77
332,332
231,85
248,6
145,191
184,44
117,153
698,286
289,0
303,208
800,106
335,166
252,81
194,105
243,225
254,244
178,63
5291,342
680,462
906,140
2053,368
328,116
482,0
285,71
209,36
173,92
106,138
170,224
246,192
156,133
261,8
502,204
291,107
410,59
77,232
132,199
191,59
421,133
282,72
313,168
858,143
314,0
303,58
56,50
160,101
0,279
197,204
196,64
629,30
283,143
2349,949
147,11
317,300
436,159
2050,500
105,43
163,111
50,106
225,58
860,134
233,105
903,0
194,93
2508,454
52,60
26,176
236,208
274,102
537,288
172,91
465,21
267,123
210,112
569,106
114,119
6710,590
251,210
1309,0
364,330
577,31
530,0
396,57
2665,211
1643,392
1023,104
583,0
824,0
3924,0
839,407
650,135
225,124
277,175
133,11
101,120
386,435
396,0
1592,159
53,272
231,101
254,248
96,118
243,126
335,223
297,323
1132,297
887,324
1414,90
196,11
725,520
175,71
163,153
358,236
473,92
332,143
252,88
218,63
439,0
742,383
745,3
112,95
392,336
210,147
2163,0
170,145
1248,66
8678,187
112,49
494,0
380,74
194,33
283,95
775,161
196,355
121,15
705,237
314,232
3738,36
38,231
359,192
442,162
372,191
286,151
236,43
3353,0
913,317
344,170
1083,45
172,83
1964,218
334,55
279,128
1098,258
225,46
372,209
323,96
228,0
291,198
203,62
109,144
240,78
89,190
438,233
218,190
178,46
280,224
203,227
2415,0
206,91
182,22
692,243
222,190
167,165
187,82
1071,166
121,173
160,316
3631,569
316,92
824,0
175,74
588,2
928,102
882,200
251,187
613,260
3282,407
185,41
800,507
380,205
3014,0
206,7
209,142
1368,242
925,82
172,41
179,145
141,96
453,462
190,208
246,0
9888,161
240,138
191,121
268,167
0,171
222,36
144,0
407,281
307,177
1101,0
548,246
314,104
153,134
277,0
407,166
117,256
350,82
12405,1091
573,182
325,87
123,208
202,111
139,0
322,191
317,31
228,217
252,191
707,0
231,366
1246,118
416,82
353,35
222,143
208,116
271,157
3582,399
147,215
390,307
230,53
248,100
398,59
261,53
438,369
374,128
213,173
392,180
352,27
4062,0
698,173
2560,0
472,219
341,310
184,182
445,49
210,67
377,87
147,310
75,126
215,214
139,276
680,60
407,195
8473,313
292,125
243,85
203,110
176,72
815,275
197,96
185,189
227,0
2567,5
10846,0
257,208
135,166
282,265
377,63
239,0
1677,218
178,54
167,137
197,165
2787,200
539,182
1560,510
249,104
179,83
285,327
173,124
420,198
1457,0
254,77
264,154
221,140
346,20
361,171
133,40
210,69
907,125
175,143
106,128
227,223
0,31
304,114
267,128
306,261
203,1
80,152
609,93
352,64
463,71
319,74
364,187
148,31
1099,340
319,20
283,111
523,79
200,31
44423,522
650,170
50,69
748,0
384,2
729,0
213,182
1008,237
252,73
231,157
326,253
402,121
304,87
319,0
531,81
1522,272
237,97
254,111
3680,128
427,86
725,151
714,548
248,63
641,200
225,40
369,97
99,27
775,568
262,175
74,93
781,228
242,93
71,52
62,97
1338,255
265,185
583,0
176,191
279,43
717,0
364,83
427,319
197,82
185,0
164,214
148,17
800,0
310,192
154,147
500,119
460,167
1043,17
328,231
667,0
347,118
300,142
179,115
10412,727
144,71
858,167
240,123
777,116
349,261
25834,0
118,0
4221,467
711,0
5867,88
127,74
145,178
377,120
34,286
563,234
6525,483
273,165
249,50
368,95
172,0
144,77
216,158
992,0
243,145
1282,0
604,267
372,218
139,285
200,158
138,151
242,365
273,134
298,149
301,135
563,27
423,158
304,219
69,0
294,151
787,242
0,45
98,274
3142,0
270,66
227,139
499,228
264,95
408,198
124,161
395,204
237,177
438,38
264,96
200,204
557,284
346,105
1145,0
252,176
314,0
2713,7
310,63
679,167
297,64
447,71
154,34
799,110
219,116
200,76
151,99
114,161
273,72
419,189
240,13
169,62
254,72
197,175
219,121
164,258
545,0
261,138
210,167
301,198
190,38
194,96
262,204
213,41
687,138
161,250
854,248
1034,26
494,48
196,140
24673,0
316,266
4554,217
242,74
851,255
86,172
222,20
1083,52
237,181
566,137
7729,175
157,205
203,272
124,58
258,0
429,0
282,69
2753,161
228,8
462,181
260,121
2655,1274
277,0
817,0
101,211
265,11
734,371
433,120
243,145
387,217
0,134
255,159
304,151
164,126
1716,12
20,121
288,104
304,41
371,5
369,0
959,0
3919,130
870,161
1087,44
196,180
670,92
130,201
26,224
2490,33
172,92
291,88
184,153
169,101
974,217
5478,0
43,144
234,214
271,149
459,149
713,130
63,229
175,13
216,104
407,92
136,170
5420,120
191,194
4656,3
331,149
0,112
468,109
6062,0
109,384
237,140
219,100
555,363
264,279
297,209
86,192
312,172
260,67
90,63
894,199
1135,260
124,43
297,317
163,203
216,173
187,16
231,102
687,326
340,104
78,81
760,0
754,190
4249,0
249,166
199,121
190,312
999,199
199,7
4164,22
84,288
157,87
3739,0
249,342
197,186
246,303
170,209
1068,227
374,48
404,168
811,220
184,265
233,77
213,81
132,72
233,58
181,129
2288,651
312,77
169,209
150,133
181,68
301,210
4182,420
251,62
414,260
81,133
148,170
309,83
280,222
591,128
218,68
197,238
248,285
927,40
205,125
2542,436
2115,60
213,173
227,293
212,58
274,69
314,111
2222,238
1319,0
916,462
401,229
2301,0
350,206
314,165
1421,340
270,149
169,20
156,140
8760,1198
221,166
239,64
108,175
112,148
271,60
3769,0
279,215
3240,266
109,0
295,145
132,74
167,181
3341,0
786,158
463,119
383,144
367,12
213,116
105,71
451,161
78,54
326,162
3230,87
349,289
1459,215
365,0
120,138
7990,0
762,0
355,182
166,8
916,72
1398,124
267,86
436,166
4576,45
482,220
181,243
196,41
317,163
8464,0
306,114
233,289
227,67
193,24
765,0
169,119
206,71
378,172
206,201
793,293
286,112
3833,12
71,215
251,142
699,165
872,0
200,262
625,322
202,31
193,140
586,38
89,26
793,228
161,158
59,173
182,120
78,213
280,144
1616,222
493,0
197,147
151,95
196,17
2741,0
194,88
823,420
2075,213
66,129
